"사고다발지fid","사고다발지id","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6789543,"2022051","4511310700","45113001  ",전라북도 전주시 덕진구1,전라북도 전주시 덕진구 금암동(전북대학교앞교차로 부근),3,3,0,3,0,0,127.132052133300,35.840470587948,"{""type"":""Polygon"",""coordinates"":[[[127.13295045,35.84047059],[127.13293319,35.84032852],[127.13288207,35.84019191],[127.13279906,35.84006601],[127.13268734,35.83995566],[127.13255121,35.83986509],[127.1323959,35.8397978],[127.13222739,35.83975636],[127.13205213,35.83974236],[127.13187688,35.83975636],[127.13170836,35.8397978],[127.13155306,35.83986509],[127.13141693,35.83995566],[127.13130521,35.84006601],[127.1312222,35.84019191],[127.13117108,35.84032852],[127.13115382,35.84047059],[127.13117108,35.84061266],[127.1312222,35.84074927],[127.13130521,35.84087516],[127.13141693,35.84098552],[127.13155306,35.84107608],[127.13170836,35.84114337],[127.13187688,35.84118481],[127.13205213,35.8411988],[127.13222739,35.84118481],[127.1323959,35.84114337],[127.13255121,35.84107608],[127.13268734,35.84098552],[127.13279906,35.84087516],[127.13288207,35.84074927],[127.13293319,35.84061266],[127.13295045,35.84047059]]]}"
6789662,"2022051","4513014100","45130001  ",전라북도 군산시1,전라북도 군산시 수송동(수송동행정복지센터 부근),3,3,0,3,0,0,126.717801175685,35.965611407142,"{""type"":""Polygon"",""coordinates"":[[[126.71869949,35.96561141],[126.71868223,35.96546956],[126.71863111,35.96533317],[126.7185481,35.96520747],[126.71843638,35.96509729],[126.71830025,35.96500687],[126.71814495,35.96493968],[126.71797643,35.96489831],[126.71780118,35.96488433],[126.71762592,35.96489831],[126.71745741,35.96493968],[126.7173021,35.96500687],[126.71716597,35.96509729],[126.71705425,35.96520747],[126.71697124,35.96533317],[126.71692012,35.96546956],[126.71690286,35.96561141],[126.71692012,35.96575325],[126.71697124,35.96588964],[126.71705425,35.96601534],[126.71716597,35.96612552],[126.7173021,35.96621594],[126.71745741,35.96628313],[126.71762592,35.9663245],[126.71780118,35.96633847],[126.71797643,35.9663245],[126.71814495,35.96628313],[126.71830025,35.96621594],[126.71843638,35.96612552],[126.7185481,35.96601534],[126.71863111,35.96588964],[126.71868223,35.96575325],[126.71869949,35.96561141]]]}"
6789594,"2022051","4613011900","46130001  ",전라남도 여수시1,전라남도 여수시 여서동(여서농협앞교차로 부근),3,4,0,3,1,0,127.705966861782,34.753590160059,"{""type"":""Polygon"",""coordinates"":[[[127.70686518,34.75359016],[127.70684792,34.75344617],[127.7067968,34.75330771],[127.70671378,34.75318011],[127.70660207,34.75306827],[127.70646594,34.75297648],[127.70631063,34.75290827],[127.70614211,34.75286627],[127.70596686,34.75285209],[127.70579161,34.75286627],[127.70562309,34.75290827],[127.70546778,34.75297648],[127.70533166,34.75306827],[127.70521994,34.75318011],[127.70513693,34.75330771],[127.70508581,34.75344617],[127.70506855,34.75359016],[127.70508581,34.75373415],[127.70513693,34.75387261],[127.70521994,34.75400021],[127.70533166,34.75411205],[127.70546778,34.75420384],[127.70562309,34.75427204],[127.70579161,34.75431404],[127.70596686,34.75432822],[127.70614211,34.75431404],[127.70631063,34.75427204],[127.70646594,34.75420384],[127.70660207,34.75411205],[127.70671378,34.75400021],[127.7067968,34.75387261],[127.70684792,34.75373415],[127.70686518,34.75359016]]]}"
6792375,"2022051","4677025300","46770001  ",전라남도 고흥군1,전라남도 고흥군 도양읍(소방서사거리 부근),3,5,0,3,2,0,127.141414834828,34.526345695498,"{""type"":""Polygon"",""coordinates"":[[[127.14231315,34.5263457],[127.14229589,34.52620131],[127.14224477,34.52606247],[127.14216176,34.52593452],[127.14205004,34.52582237],[127.14191391,34.52573033],[127.14175861,34.52566194],[127.14159009,34.52561982],[127.14141483,34.5256056],[127.14123958,34.52561982],[127.14107106,34.52566194],[127.14091576,34.52573033],[127.14077963,34.52582237],[127.14066791,34.52593452],[127.1405849,34.52606247],[127.14053378,34.52620131],[127.14051652,34.5263457],[127.14053378,34.52649008],[127.1405849,34.52662892],[127.14066791,34.52675687],[127.14077963,34.52686902],[127.14091576,34.52696106],[127.14107106,34.52702945],[127.14123958,34.52707156],[127.14141483,34.52708578],[127.14159009,34.52707156],[127.14175861,34.52702945],[127.14191391,34.52696106],[127.14205004,34.52686902],[127.14216176,34.52675687],[127.14224477,34.52662892],[127.14229589,34.52649008],[127.14231315,34.5263457]]]}"
6789572,"2022051","4711311600","47113001  ",경상북도 포항시 북구1,경상북도 포항시 북구 죽도동(오거리 부근),3,4,0,4,0,0,129.366151684254,36.032976376859,"{""type"":""Polygon"",""coordinates"":[[[129.36705,36.03297638],[129.36703274,36.03283465],[129.36698162,36.03269838],[129.36689861,36.03257278],[129.36678689,36.0324627],[129.36665076,36.03237235],[129.36649545,36.03230522],[129.36632694,36.03226388],[129.36615168,36.03224993],[129.36597643,36.03226388],[129.36580791,36.03230522],[129.36565261,36.03237235],[129.36551648,36.0324627],[129.36540476,36.03257278],[129.36532175,36.03269838],[129.36527063,36.03283465],[129.36525337,36.03297638],[129.36527063,36.0331181],[129.36532175,36.03325438],[129.36540476,36.03337997],[129.36551648,36.03349005],[129.36565261,36.03358039],[129.36580791,36.03364752],[129.36597643,36.03368886],[129.36615168,36.03370282],[129.36632694,36.03368886],[129.36649545,36.03364752],[129.36665076,36.03358039],[129.36678689,36.03349005],[129.36689861,36.03337997],[129.36698162,36.03325438],[129.36703274,36.0331181],[129.36705,36.03297638]]]}"
6789475,"2022051","4713012600","47130001  ",경상북도 경주시1,경상북도 경주시 동천동(시청입구삼거리 부근),3,8,0,4,4,0,129.219384847134,35.856859527146,"{""type"":""Polygon"",""coordinates"":[[[129.22028316,35.85685953],[129.2202659,35.85671749],[129.22021478,35.85658091],[129.22013177,35.85645503],[129.22002005,35.8563447],[129.21988392,35.85625416],[129.21972862,35.85618688],[129.2195601,35.85614544],[129.21938485,35.85613145],[129.21920959,35.85614544],[129.21904108,35.85618688],[129.21888577,35.85625416],[129.21874964,35.8563447],[129.21863793,35.85645503],[129.21855491,35.85658091],[129.21850379,35.85671749],[129.21848653,35.85685953],[129.21850379,35.85700157],[129.21855491,35.85713815],[129.21863793,35.85726402],[129.21874964,35.85737435],[129.21888577,35.85746489],[129.21904108,35.85753217],[129.21920959,35.8575736],[129.21938485,35.85758759],[129.2195601,35.8575736],[129.21972862,35.85753217],[129.21988392,35.85746489],[129.22002005,35.85737435],[129.22013177,35.85726402],[129.22021478,35.85713815],[129.2202659,35.85700157],[129.22028316,35.85685953]]]}"
6790530,"2022051","4713012500","47130002  ",경상북도 경주시2,경상북도 경주시 용강동(황성지하도네거리 부근),3,5,0,4,1,0,129.220332804516,35.859730712603,"{""type"":""Polygon"",""coordinates"":[[[129.22123112,35.85973071],[129.22121386,35.85958868],[129.22116274,35.8594521],[129.22107973,35.85932623],[129.22096801,35.85921591],[129.22083188,35.85912536],[129.22067657,35.85905809],[129.22050806,35.85901666],[129.2203328,35.85900267],[129.22015755,35.85901666],[129.21998903,35.85905809],[129.21983373,35.85912536],[129.2196976,35.85921591],[129.21958588,35.85932623],[129.21950287,35.8594521],[129.21945175,35.85958868],[129.21943449,35.85973071],[129.21945175,35.85987275],[129.21950287,35.86000932],[129.21958588,35.86013519],[129.2196976,35.86024551],[129.21983373,35.86033606],[129.21998903,35.86040333],[129.22015755,35.86044476],[129.2203328,35.86045875],[129.22050806,35.86044476],[129.22067657,35.86040333],[129.22083188,35.86033606],[129.22096801,35.86024551],[129.22107973,35.86013519],[129.22116274,35.86000932],[129.22121386,35.85987275],[129.22123112,35.85973071]]]}"
6789544,"2022051","4713012600","47130003  ",경상북도 경주시3,경상북도 경주시 동천동(윈윈광고인업사 부근),3,3,0,3,0,0,129.219062242330,35.852176407416,"{""type"":""Polygon"",""coordinates"":[[[129.21996056,35.85217641],[129.2199433,35.85203436],[129.21989218,35.85189777],[129.21980916,35.85177189],[129.21969745,35.85166155],[129.21956132,35.851571],[129.21940601,35.85150372],[129.21923749,35.85146228],[129.21906224,35.85144829],[129.21888699,35.85146228],[129.21871847,35.85150372],[129.21856317,35.851571],[129.21842704,35.85166155],[129.21831532,35.85177189],[129.21823231,35.85189777],[129.21818119,35.85203436],[129.21816393,35.85217641],[129.21818119,35.85231845],[129.21823231,35.85245504],[129.21831532,35.85258092],[129.21842704,35.85269126],[129.21856317,35.85278181],[129.21871847,35.85284909],[129.21888699,35.85289053],[129.21906224,35.85290452],[129.21923749,35.85289053],[129.21940601,35.85284909],[129.21956132,35.85278181],[129.21969745,35.85269126],[129.21980916,35.85258092],[129.21989218,35.85245504],[129.2199433,35.85231845],[129.21996056,35.85217641]]]}"
6789661,"2022051","4719010200","47190001  ",경상북도 구미시1,경상북도 구미시 지산동(구미교북측사거리 부근),3,8,0,5,3,0,128.341207359733,36.131279055585,"{""type"":""Polygon"",""coordinates"":[[[128.34210568,36.13127906],[128.34208841,36.13113751],[128.34203729,36.1310014],[128.34195428,36.13087597],[128.34184256,36.13076602],[128.34170644,36.13067579],[128.34155113,36.13060874],[128.34138261,36.13056745],[128.34120736,36.13055351],[128.34103211,36.13056745],[128.34086359,36.13060874],[128.34070828,36.13067579],[128.34057215,36.13076602],[128.34046044,36.13087597],[128.34037742,36.1310014],[128.34032631,36.13113751],[128.34030904,36.13127906],[128.34032631,36.1314206],[128.34037742,36.13155671],[128.34046044,36.13168214],[128.34057215,36.13179209],[128.34070828,36.13188232],[128.34086359,36.13194936],[128.34103211,36.13199065],[128.34120736,36.13200459],[128.34138261,36.13199065],[128.34155113,36.13194936],[128.34170644,36.13188232],[128.34184256,36.13179209],[128.34195428,36.13168214],[128.34203729,36.13155671],[128.34208841,36.1314206],[128.34210568,36.13127906]]]}"
6792364,"2022051","4719011100","47190002  ",경상북도 구미시2,경상북도 구미시 신평동(IC네거리 부근),3,7,0,5,2,0,128.359530413299,36.119789509579,"{""type"":""Polygon"",""coordinates"":[[[128.36042873,36.11978951],[128.36041147,36.11964794],[128.36036035,36.11951182],[128.36027734,36.11938636],[128.36016562,36.1192764],[128.36002949,36.11918615],[128.35987418,36.1191191],[128.35970567,36.1190778],[128.35953041,36.11906386],[128.35935516,36.1190778],[128.35918664,36.1191191],[128.35903134,36.11918615],[128.35889521,36.1192764],[128.35878349,36.11938636],[128.35870048,36.11951182],[128.35864936,36.11964794],[128.3586321,36.11978951],[128.35864936,36.11993108],[128.35870048,36.1200672],[128.35878349,36.12019266],[128.35889521,36.12030262],[128.35903134,36.12039286],[128.35918664,36.12045992],[128.35935516,36.12050121],[128.35953041,36.12051515],[128.35970567,36.12050121],[128.35987418,36.12045992],[128.36002949,36.12039286],[128.36016562,36.12030262],[128.36027734,36.12019266],[128.36036035,36.1200672],[128.36041147,36.11993108],[128.36042873,36.11978951]]]}"
6792415,"2022051","4719011700","47190003  ",경상북도 구미시3,경상북도 구미시 임은동(오태교동측삼거리 부근),3,7,0,5,1,1,128.376462828098,36.083604955205,"{""type"":""Polygon"",""coordinates"":[[[128.37736114,36.08360496],[128.37734388,36.08346332],[128.37729276,36.08332713],[128.37720975,36.08320162],[128.37709803,36.08309161],[128.37696191,36.08300132],[128.3768066,36.08293423],[128.37663808,36.08289292],[128.37646283,36.08287897],[128.37628758,36.08289292],[128.37611906,36.08293423],[128.37596375,36.08300132],[128.37582762,36.08309161],[128.37571591,36.08320162],[128.37563289,36.08332713],[128.37558177,36.08346332],[128.37556451,36.08360496],[128.37558177,36.08374659],[128.37563289,36.08388278],[128.37571591,36.08400829],[128.37582762,36.0841183],[128.37596375,36.08420858],[128.37611906,36.08427567],[128.37628758,36.08431698],[128.37646283,36.08433093],[128.37663808,36.08431698],[128.3768066,36.08427567],[128.37696191,36.08420858],[128.37709803,36.0841183],[128.37720975,36.08400829],[128.37729276,36.08388278],[128.37734388,36.08374659],[128.37736114,36.08360496]]]}"
6792333,"2022051","4719010400","47190004  ",경상북도 구미시4,경상북도 구미시 봉곡동(봉곡프라자앞 부근),3,6,0,5,1,0,128.310249409684,36.146818755982,"{""type"":""Polygon"",""coordinates"":[[[128.31114772,36.14681876],[128.31113046,36.14667724],[128.31107934,36.14654116],[128.31099633,36.14641575],[128.31088461,36.14630582],[128.31074849,36.14621561],[128.31059318,36.14614857],[128.31042466,36.14610729],[128.31024941,36.14609336],[128.31007416,36.14610729],[128.30990564,36.14614857],[128.30975033,36.14621561],[128.3096142,36.14630582],[128.30950249,36.14641575],[128.30941947,36.14654116],[128.30936836,36.14667724],[128.30935109,36.14681876],[128.30936836,36.14696027],[128.30941947,36.14709635],[128.30950249,36.14722176],[128.3096142,36.14733169],[128.30975033,36.1474219],[128.30990564,36.14748893],[128.31007416,36.14753021],[128.31024941,36.14754415],[128.31042466,36.14753021],[128.31059318,36.14748893],[128.31074849,36.1474219],[128.31088461,36.14733169],[128.31099633,36.14722176],[128.31107934,36.14709635],[128.31113046,36.14696027],[128.31114772,36.14681876]]]}"
6789474,"2022051","4719012800","47190005  ",경상북도 구미시5,경상북도 구미시 옥계동(옥계동6331 부근),3,5,0,5,0,0,128.417755654001,36.138830825583,"{""type"":""Polygon"",""coordinates"":[[[128.41865397,36.13883083],[128.41863671,36.13868929],[128.41858559,36.1385532],[128.41850258,36.13842777],[128.41839086,36.13831784],[128.41825473,36.13822762],[128.41809942,36.13816058],[128.41793091,36.13811929],[128.41775565,36.13810535],[128.4175804,36.13811929],[128.41741188,36.13816058],[128.41725658,36.13822762],[128.41712045,36.13831784],[128.41700873,36.13842777],[128.41692572,36.1385532],[128.4168746,36.13868929],[128.41685734,36.13883083],[128.4168746,36.13897236],[128.41692572,36.13910845],[128.41700873,36.13923387],[128.41712045,36.13934381],[128.41725658,36.13943403],[128.41741188,36.13950107],[128.4175804,36.13954235],[128.41775565,36.13955629],[128.41793091,36.13954235],[128.41809942,36.13950107],[128.41825473,36.13943403],[128.41839086,36.13934381],[128.41850258,36.13923387],[128.41858559,36.13910845],[128.41863671,36.13897236],[128.41865397,36.13883083]]]}"
6789520,"2022051","4719010300","47190006  ",경상북도 구미시6,경상북도 구미시 도량동(소로골네거리 부근),3,4,0,4,0,0,128.324157967417,36.137528092848,"{""type"":""Polygon"",""coordinates"":[[[128.32505628,36.13752809],[128.32503902,36.13738656],[128.3249879,36.13725046],[128.32490489,36.13712504],[128.32479317,36.1370151],[128.32465704,36.13692487],[128.32450174,36.13685783],[128.32433322,36.13681655],[128.32415797,36.13680261],[128.32398271,36.13681655],[128.3238142,36.13685783],[128.32365889,36.13692487],[128.32352276,36.1370151],[128.32341105,36.13712504],[128.32332803,36.13725046],[128.32327691,36.13738656],[128.32325965,36.13752809],[128.32327691,36.13766963],[128.32332803,36.13780572],[128.32341105,36.13793115],[128.32352276,36.13804109],[128.32365889,36.13813131],[128.3238142,36.13819835],[128.32398271,36.13823963],[128.32415797,36.13825357],[128.32433322,36.13823963],[128.32450174,36.13819835],[128.32465704,36.13813131],[128.32479317,36.13804109],[128.32490489,36.13793115],[128.3249879,36.13780572],[128.32503902,36.13766963],[128.32505628,36.13752809]]]}"
6789510,"2022051","4719012500","47190007  ",경상북도 구미시7,경상북도 구미시 임수동(반달교 부근),3,7,0,3,4,0,128.410926495562,36.105706256739,"{""type"":""Polygon"",""coordinates"":[[[128.41182481,36.10570626],[128.41180755,36.10556466],[128.41175643,36.10542851],[128.41167342,36.10530304],[128.4115617,36.10519305],[128.41142557,36.10510279],[128.41127027,36.10503572],[128.41110175,36.10499442],[128.4109265,36.10498048],[128.41075124,36.10499442],[128.41058273,36.10503572],[128.41042742,36.10510279],[128.41029129,36.10519305],[128.41017957,36.10530304],[128.41009656,36.10542851],[128.41004544,36.10556466],[128.41002818,36.10570626],[128.41004544,36.10584785],[128.41009656,36.105984],[128.41017957,36.10610948],[128.41029129,36.10621946],[128.41042742,36.10630972],[128.41058273,36.10637678],[128.41075124,36.10641808],[128.4109265,36.10643203],[128.41110175,36.10641808],[128.41127027,36.10637678],[128.41142557,36.10630972],[128.4115617,36.10621946],[128.41167342,36.10610948],[128.41175643,36.105984],[128.41180755,36.10584785],[128.41182481,36.10570626]]]}"
6789569,"2022051","4723010200","47230001  ",경상북도 영천시1,경상북도 영천시 망정동,3,7,0,4,3,0,128.953348477751,35.975947212894,"{""type"":""Polygon"",""coordinates"":[[[128.95424679,35.97594721],[128.95422953,35.97580539],[128.95417841,35.97566901],[128.9540954,35.97554333],[128.95398368,35.97543316],[128.95384755,35.97534275],[128.95369225,35.97527557],[128.95352373,35.9752342],[128.95334848,35.97522024],[128.95317323,35.9752342],[128.95300471,35.97527557],[128.9528494,35.97534275],[128.95271327,35.97543316],[128.95260156,35.97554333],[128.95251854,35.97566901],[128.95246742,35.97580539],[128.95245016,35.97594721],[128.95246742,35.97608904],[128.95251854,35.97622541],[128.95260156,35.9763511],[128.95271327,35.97646126],[128.9528494,35.97655167],[128.95300471,35.97661885],[128.95317323,35.97666022],[128.95334848,35.97667418],[128.95352373,35.97666022],[128.95369225,35.97661885],[128.95384755,35.97655167],[128.95398368,35.97646126],[128.9540954,35.9763511],[128.95417841,35.97622541],[128.95422953,35.97608904],[128.95424679,35.97594721]]]}"
6789488,"2022051","4793037000","47930001  ",경상북도 울진군1,경상북도 울진군 죽변면(무지개연립주택입구 부근),3,4,0,3,1,0,129.420982438390,37.062187920637,"{""type"":""Polygon"",""coordinates"":[[[129.42188075,37.06218792],[129.42186349,37.06204807],[129.42181237,37.0619136],[129.42172936,37.06178967],[129.42161764,37.06168104],[129.42148152,37.06159189],[129.42132621,37.06152564],[129.42115769,37.06148485],[129.42098244,37.06147108],[129.42080719,37.06148485],[129.42063867,37.06152564],[129.42048336,37.06159189],[129.42034723,37.06168104],[129.42023552,37.06178967],[129.4201525,37.0619136],[129.42010138,37.06204807],[129.42008412,37.06218792],[129.42010138,37.06232777],[129.4201525,37.06246224],[129.42023552,37.06258617],[129.42034723,37.0626948],[129.42048336,37.06278395],[129.42063867,37.06285019],[129.42080719,37.06289098],[129.42098244,37.06290476],[129.42115769,37.06289098],[129.42132621,37.06285019],[129.42148152,37.06278395],[129.42161764,37.0626948],[129.42172936,37.06258617],[129.42181237,37.06246224],[129.42186349,37.06232777],[129.42188075,37.06218792]]]}"
6789563,"2022051","4812110300","48121001  ",경상남도 창원시 의창구1,경상남도 창원시 의창구 서상동(의창사거리 부근),3,3,2,1,0,0,128.618388493036,35.261686954191,"{""type"":""Polygon"",""coordinates"":[[[128.61928681,35.26168695],[128.61926955,35.26154386],[128.61921843,35.26140626],[128.61913541,35.26127944],[128.6190237,35.26116829],[128.61888757,35.26107707],[128.61873226,35.26100929],[128.61856375,35.26096755],[128.61838849,35.26095346],[128.61821324,35.26096755],[128.61804472,35.26100929],[128.61788942,35.26107707],[128.61775329,35.26116829],[128.61764157,35.26127944],[128.61755856,35.26140626],[128.61750744,35.26154386],[128.61749018,35.26168695],[128.61750744,35.26183005],[128.61755856,35.26196765],[128.61764157,35.26209446],[128.61775329,35.26220561],[128.61788942,35.26229683],[128.61804472,35.26236461],[128.61821324,35.26240635],[128.61838849,35.26242045],[128.61856375,35.26240635],[128.61873226,35.26236461],[128.61888757,35.26229683],[128.6190237,35.26220561],[128.61913541,35.26209446],[128.61921843,35.26196765],[128.61926955,35.26183005],[128.61928681,35.26168695]]]}"
6789479,"2022051","4812112900","48121002  ",경상남도 창원시 의창구2,경상남도 창원시 의창구 팔용동(평산사거리 부근),3,5,0,3,2,0,128.616449295700,35.248540794923,"{""type"":""Polygon"",""coordinates"":[[[128.61734761,35.24854079],[128.61733035,35.24839767],[128.61727923,35.24826005],[128.61719622,35.24813322],[128.6170845,35.24802205],[128.61694837,35.24793081],[128.61679307,35.24786302],[128.61662455,35.24782127],[128.6164493,35.24780718],[128.61627404,35.24782127],[128.61610553,35.24786302],[128.61595022,35.24793081],[128.61581409,35.24802205],[128.61570237,35.24813322],[128.61561936,35.24826005],[128.61556824,35.24839767],[128.61555098,35.24854079],[128.61556824,35.24868392],[128.61561936,35.24882154],[128.61570237,35.24894837],[128.61581409,35.24905954],[128.61595022,35.24915077],[128.61610553,35.24921856],[128.61627404,35.24926031],[128.6164493,35.24927441],[128.61662455,35.24926031],[128.61679307,35.24921856],[128.61694837,35.24915077],[128.6170845,35.24905954],[128.61719622,35.24894837],[128.61727923,35.24882154],[128.61733035,35.24868392],[128.61734761,35.24854079]]]}"
6792445,"2022051","4812312700","48123001  ",경상남도 창원시 성산구1,경상남도 창원시 성산구 상남동(레알주차빌딩앞교차로 부근),3,4,0,4,0,0,128.681765386764,35.220149885010,"{""type"":""Polygon"",""coordinates"":[[[128.6826637,35.22014989],[128.68264644,35.22000671],[128.68259532,35.21986904],[128.68251231,35.21974217],[128.68240059,35.21963096],[128.68226446,35.21953969],[128.68210916,35.21947187],[128.68194064,35.21943011],[128.68176539,35.21941601],[128.68159013,35.21943011],[128.68142162,35.21947187],[128.68126631,35.21953969],[128.68113018,35.21963096],[128.68101846,35.21974217],[128.68093545,35.21986904],[128.68088433,35.22000671],[128.68086707,35.22014989],[128.68088433,35.22029306],[128.68093545,35.22043073],[128.68101846,35.2205576],[128.68113018,35.22066881],[128.68126631,35.22076007],[128.68142162,35.22082789],[128.68159013,35.22086965],[128.68176539,35.22088375],[128.68194064,35.22086965],[128.68210916,35.22082789],[128.68226446,35.22076007],[128.68240059,35.22066881],[128.68251231,35.2205576],[128.68259532,35.22043073],[128.68264644,35.22029306],[128.6826637,35.22014989]]]}"
6789553,"2022051","4812710200","48127001  ",경상남도 창원시 마산회원구1,경상남도 창원시 마산회원구 두척동(마재고개삼거리 부근),3,5,0,4,1,0,128.538306632047,35.240400283747,"{""type"":""Polygon"",""coordinates"":[[[128.53920495,35.24040028],[128.53918769,35.24025715],[128.53913657,35.24011951],[128.53905355,35.23999267],[128.53894184,35.23988149],[128.53880571,35.23979024],[128.5386504,35.23972244],[128.53848188,35.23968069],[128.53830663,35.23966659],[128.53813138,35.23968069],[128.53796286,35.23972244],[128.53780755,35.23979024],[128.53767143,35.23988149],[128.53755971,35.23999267],[128.5374767,35.24011951],[128.53742558,35.24025715],[128.53740832,35.24040028],[128.53742558,35.24054342],[128.5374767,35.24068105],[128.53755971,35.2408079],[128.53767143,35.24091908],[128.53780755,35.24101032],[128.53796286,35.24107812],[128.53813138,35.24111987],[128.53830663,35.24113397],[128.53848188,35.24111987],[128.5386504,35.24107812],[128.53880571,35.24101032],[128.53894184,35.24091908],[128.53905355,35.2408079],[128.53913657,35.24068105],[128.53918769,35.24054342],[128.53920495,35.24040028]]]}"
6792374,"2022051","4812710300","48127002  ",경상남도 창원시 마산회원구2,경상남도 창원시 마산회원구 봉암동(자유무역3공구삼거리 부근),3,3,0,3,0,0,128.602311818237,35.210981285959,"{""type"":""Polygon"",""coordinates"":[[[128.60321013,35.21098129],[128.60319287,35.2108381],[128.60314175,35.21070041],[128.60305874,35.21057352],[128.60294702,35.2104623],[128.6028109,35.21037102],[128.60265559,35.2103032],[128.60248707,35.21026143],[128.60231182,35.21024733],[128.60213657,35.21026143],[128.60196805,35.2103032],[128.60181274,35.21037102],[128.60167661,35.2104623],[128.6015649,35.21057352],[128.60148188,35.21070041],[128.60143076,35.2108381],[128.6014135,35.21098129],[128.60143076,35.21112447],[128.60148188,35.21126216],[128.6015649,35.21138905],[128.60167661,35.21150027],[128.60181274,35.21159154],[128.60196805,35.21165937],[128.60213657,35.21170113],[128.60231182,35.21171524],[128.60248707,35.21170113],[128.60265559,35.21165937],[128.6028109,35.21159154],[128.60294702,35.21150027],[128.60305874,35.21138905],[128.60314175,35.21126216],[128.60319287,35.21112447],[128.60321013,35.21098129]]]}"
6792424,"2022051","4817012800","48170001  ",경상남도 진주시1,경상남도 진주시 유곡동(이현교삼거리 부근),3,4,0,3,1,0,128.062753487884,35.193952578050,"{""type"":""Polygon"",""coordinates"":[[[128.0636518,35.19395258],[128.06363454,35.19380936],[128.06358342,35.19367165],[128.06350041,35.19354473],[128.06338869,35.19343348],[128.06325257,35.19334219],[128.06309726,35.19327435],[128.06292874,35.19323257],[128.06275349,35.19321847],[128.06257824,35.19323257],[128.06240972,35.19327435],[128.06225441,35.19334219],[128.06211828,35.19343348],[128.06200657,35.19354473],[128.06192355,35.19367165],[128.06187243,35.19380936],[128.06185517,35.19395258],[128.06187243,35.1940958],[128.06192355,35.19423351],[128.06200657,35.19436043],[128.06211828,35.19447167],[128.06225441,35.19456296],[128.06240972,35.1946308],[128.06257824,35.19467258],[128.06275349,35.19468668],[128.06292874,35.19467258],[128.06309726,35.1946308],[128.06325257,35.19456296],[128.06338869,35.19447167],[128.06350041,35.19436043],[128.06358342,35.19423351],[128.06363454,35.1940958],[128.0636518,35.19395258]]]}"
6789524,"2022051","4822010200","48220001  ",경상남도 통영시1,경상남도 통영시 서호동(동아인쇄광고석사 부근),3,4,0,4,0,0,128.419969886502,34.842085822703,"{""type"":""Polygon"",""coordinates"":[[[128.4208682,34.84208582],[128.42085094,34.84194199],[128.42079982,34.84180368],[128.42071681,34.84167621],[128.42060509,34.84156449],[128.42046896,34.8414728],[128.42031366,34.84140467],[128.42014514,34.84136271],[128.41996989,34.84134855],[128.41979463,34.84136271],[128.41962612,34.84140467],[128.41947081,34.8414728],[128.41933468,34.84156449],[128.41922296,34.84167621],[128.41913995,34.84180368],[128.41908883,34.84194199],[128.41907157,34.84208582],[128.41908883,34.84222966],[128.41913995,34.84236796],[128.41922296,34.84249543],[128.41933468,34.84260715],[128.41947081,34.84269884],[128.41962612,34.84276697],[128.41979463,34.84280893],[128.41996989,34.84282309],[128.42014514,34.84280893],[128.42031366,34.84276697],[128.42046896,34.84269884],[128.42060509,34.84260715],[128.42071681,34.84249543],[128.42079982,34.84236796],[128.42085094,34.84222966],[128.4208682,34.84208582]]]}"
6789551,"2022051","4825010100","48250001  ",경상남도 김해시1,경상남도 김해시 동상동(활천고개삼거리 부근),3,3,1,2,0,0,128.889230746803,35.234536441405,"{""type"":""Polygon"",""coordinates"":[[[128.89012906,35.23453644],[128.8901118,35.2343933],[128.89006068,35.23425565],[128.88997767,35.2341288],[128.88986595,35.23401761],[128.88972982,35.23392636],[128.88957452,35.23385855],[128.889406,35.2338168],[128.88923075,35.2338027],[128.88905549,35.2338168],[128.88888698,35.23385855],[128.88873167,35.23392636],[128.88859554,35.23401761],[128.88848382,35.2341288],[128.88840081,35.23425565],[128.88834969,35.2343933],[128.88833243,35.23453644],[128.88834969,35.23467959],[128.88840081,35.23481723],[128.88848382,35.23494409],[128.88859554,35.23505527],[128.88873167,35.23514652],[128.88888698,35.23521433],[128.88905549,35.23525608],[128.88923075,35.23527018],[128.889406,35.23525608],[128.88957452,35.23521433],[128.88972982,35.23514652],[128.88986595,35.23505527],[128.88997767,35.23494409],[128.89006068,35.23481723],[128.8901118,35.23467959],[128.89012906,35.23453644]]]}"
